company_rating,job_title,job_location,company_industry,company_size,company_type,company_sector,company_career_opportunities_rating,company_comp_and_benefits_rating,company_culture_and_values_rating,company_work/life_balance_rating,reviews_by_same_job_pros,reviews_by_same_job_cons,employee_benefit_reviews
3.3,Senior Data Analyst - Medical Economics | Hybrid NY,United States,Insurance Carriers,5001 to 10000 Employees,Nonprofit Organization,Insurance,3,3.2,3.1,3,"[""Work life balance is nice."",""Good benefits"",""easy work, mostly good people"",""Friendly Management that allow for effective training""]","[""No work life balance"",""The benefits are not great."",""Horrible leadership"",""Management are secretly fighting behind the scenes""]","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
4.5,TMISS Training/Development/Security Specialists and Supervisors,United States,Aerospace & Defense,1 to 50 Employees,Company - Private,Aerospace & Defense,3.6,3.9,4.1,3.9,"[""Good salary, great self"",""development, nice people to work with""]","[""Overwhelming work conditions, no career growth""]","[""The package for a singular employee is pretty affordable and generally provides good options compared to other companies. It does get expensive as soon as you need to start adding on more people, but I think that is to be expected with any healthcare plan that exists at this point. Outside of that, the other benefits offered are very good compared to other companies out there, especially the 401k match. "",""Unlimited PTO, Lack of holidays""]"
4.1,Downstream Product Manager,"Mahwah, NJ",Health Care Products Manufacturing,10000+ Employees,Company - Public,Manufacturing,4.1,4,4.1,3.7,"[""Work life balance No micro management Exposure to grow and acquire new knowledge areas"",""great culture to recognize employee efforts"",""Benefits were great."",""The people are great"",""strong leadership""]","[""Awful work/life balance, unrealistic expectations, incompetent management"",""Bad leadership and poor communication between management and their employees.""]","[""Overall, benefits are pretty good.  "",""Great benefits and a great culture!"",""Very open to negotiate vacation and free time""]"
3.2,Data Analytics Co-op (Spring/Summer 2025),"Seneca Falls, NY",Machinery Manufacturing,10000+ Employees,Company - Public,Manufacturing,3.1,3.3,2.8,3,"[""Generous pay and benefits"",""Diversity of projects, very skilled colleagues"",""Decent hourly Pay for an intern""]",[],"[""The company offers a 401K plan, medical and dental plans and decent leave policies"",""Good overall; no other words"",""Benefits are as one would expect""]"
3.9,Senior Data Analyst,"Albany, NY",Business Consulting,201 to 500 Employees,Nonprofit Organization,Management & Consulting,3.3,3.6,4,4,"[""Decent benefits"",""Respectful colleagues"",""Great team, work life balance, and collaboration.""]","[""Substandard base pay, raises, and bonus""]","[""Generous 403b match, 20 PTO days which increase with years of service, tuition reimbursement, professional development reimbursement, savings or student loan matching, fitness reimbursement"",""401k is good. Pay isn’t that of industry standards. Upper management is allowed too much leeway as far as what employees are paid, even with pay grades. "",""Benefits package is standard overall for an office environment. It's sold to employees as being an exemplary Total Rewards Package but it's essentially the same package you can get at any company. These are the main differences compared to other companies:\n\nPros: They usually give an additional payment to your retirement account if NYSTEC does well that year. There's a gift each quarter and an annual gift. Mobile phone is paid for up to a specified amount.\n\nCons: You can use Cigna providers if you travel outside of the Capital District but you're locked into MVP within the Albany area. Work/life balance is not guaranteed and depends on how well the project is negotiated when the contract is signed and how much your practice leader supports their team--you will be expected to make up for this by working more with less. Merit increases are not based on an objective process.\n\nSince the majority of the projects are with state and local government clients, the benefits should compete with what you would receive as a civil servant. If you tell employees that you pay less than other consulting firms because the benefits are amazing, shouldn't the benefits be better than what our clients receive and also significantly better than what you can get at other firms? ""]"
3.5,"Product Manager, International","London, England",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.1,3.9,3.6,3.6,"[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]","[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
3.8,Co-op - Summer 2025,"Houston, TX",Machinery Manufacturing,1001 to 5000 Employees,Company - Private,Manufacturing,3.9,3.4,4.1,3.4,"[""Good work life balance"",""Management is excellent and relatively young"",""Good people to work with"",""On site pay is good"",""Good work environment.""]","[""No work life balance ; it is strictly based on projects you're involved with"",""needs better management for employees"",""low pay compared to industry standards""]","[""They offer several health plans, individual plans are decently priced, the family are significantly more expensive. I chose the High deductible plan for $77 per month, this plan comes with HSA and the company contributes $25 per month. This was the cheapest option. \nThere is 401k match 50% of what you contribute up to 6%. There are both Roth and traditional options. You PTO is increasing every year, you also get additional floating holidays beside your vacation time. Only 50% of your PTO rolls over to the next year. Pet insurance is just a 10% discount for their partner. Dental is $7 per month on the cheapest plan and you and spouse option is $14. "",""I’m happy with the medical, retirement benefits, and being able to work from home. I have no complaints. "",""Everything was pretty typical, but their maternity and paternity leave was awful. 2 weeks full pay for women and 1 week full pay for men""]"
3.7,Operations Data Analyst (VP),United States,Investment & Asset Management,10000+ Employees,Company - Public,Financial Services,3.7,3.7,3.6,3.5,"[""Good Work Life balance and"",""Culture is good and relatively flat"",""Good benefits with a culture"",""Good pay and leaves"",""Great people and office location""]","[""No work life balance and some difficult colleagues"",""Unrealistic expectations and bad culture"",""Bad benefits."",""Low pay and annoying regulatory hurdles"",""4. Terrible pressure, so attrition rate is very high, even high salary does not ensure good people to stay""]","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
3.3,Business Intelligence Analyst,"Rochester, NY",Consumer Product Manufacturing,Unknown,Company - Public,Manufacturing,3,3.3,2.9,3.1,"[""People I worked with were great, they ran the machines into the ground with no preventative maintenance and shut the machines down, thier efficiency is more important to them then machine health"",""LOVE IT ALL good money"",""Innovative environment, family atmosphere, positive growth potential."",""Not a lot of over time and will gain great experience working with all kinds of injection mold machines.""]","[""Management is angry all the time.""]","[""Good Benefits Health Insurance, Vision, Dental, as well as multiple other options available"",""Good benefits and experience training"",""Health insurance was expensive with high deductibles!""]"
3.4,"Software Engineer, Platform - Back-End","Redwood City, CA",Enterprise Software & Network Solutions,501 to 1000 Employees,Company - Public,Information Technology,3.6,4,3.1,2.7,"[""Smart people from top schools"",""Solid product with a great culture"",""Best Workplace Challenging work Competitive salary"",""Perks were incredible, work from home as much as you want and pretty much did my own hours."",""The job offer is good and the benefits are too.""]","[""C3 AI has a culture of hard work, which unfortunately for many (not all) leads to heavy burnout."",""no work from home, even after multiple people got covid in the office"",""Benefits need to be more family friendly to compete for more senior positions.""]","[""15 PTOs, 5 sick days annually"",""Good work benifits with free lunch and happy hour."",""Free lunches, employee stock purchase program""]"
4,"Associate / Software Engineer II - Salt Design System, Front-end Developer, React/Typescript","London, England",Banking & Lending,10000+ Employees,Company - Public,Financial Services,4,3.9,3.9,3.7,"[""Good work life balance and got to work on some latest tech"",""Pay is good and lucrative"",""good benefit and vacation and technology"",""work culture and growth is good"",""There is always something to learn and the people you work with are great at helping you advance your career.""]","[""no work life balance if working in branch no point to point pickup drop facility no sodexo"",""Pay and bonuses are low"",""Not that many benefits on top of salary"",""They always urge you to come to office and the office work culture is not good."",""1) People promotes only the people who has dependencies.""]","[""good benefits, generous amount of vacation time for new hires, 401k, perks out side of work."",""Great benefits package as is expected from a company this size. Industry standard across bulge bracket banks\n"",""Best is that they offer them. Worst is the cost ""]"
3.4,Software Engineer - Motor Control Software Design,"Burbank, CA",Aerospace & Defense,1001 to 5000 Employees,Subsidiary or Business Segment,Aerospace & Defense,3,2.7,3.1,3.1,"[""Met some great people."",""Management takes an active role in personal development of workers by setting up development plans and investing in training classes."",""A lot of really sharp people and great mentorship and learning opportunities."",""The pay is better than most."",""Decent Benefits.""]","[""Lots of dumb people work here too"",""The management there is awful."",""There is no mentorship or guidance for junior employees on how to chart a career there."",""Below average pay with minimal raises"",""Benefits could be better and inmproved.""]","[""Crane offers benefits befitting similar company. "",""Pretty average corporate benefits package"",""Crane provides 401K matching as well as 8% unmatching contribution.""]"
3.8,3D Designer,"Atlanta, GA",Culture & Entertainment,Unknown,Company - Private,"Arts, Entertainment & Recreation",3.9,4.2,3.6,3.6,"[""Great 401K match"",""Good people.""]","[""The management does produce great and efficient work but not very communicative to employee."",""working at ASD office: no new hire training whatsoever (be careful recent grads) lack of collaboration between offices core office:"",""There's a lack of transparency around finances including company and project health; it's not uncommon to not know your project's financial health until it's already woefully unprofitable.""]","[""Flexible and friendly work environment with remote half day Fridays year round. "",""Half-day Fridays and good work-life balance"",""Half day Fridays and good work-life balance""]"
3.2,"TikTok Shop Strategy Product Manager Graduate Program, London, 2025","London, England",Internet & Web Services,10000+ Employees,Company - Private,Information Technology,3,3.5,2.9,2.7,"[""Good work life balance."",""Benefit is good"",""i enjoyed the culture of my team people in my team are smart and respectable"",""Good salary"",""Great people to work with""]","[""no work life balance sometimes"",""long work hours and benefits are all right but could be better;"",""Chinese culture, 966, speak chinese 24/7"",""TikTok as the very few APPs that generates revenue, in current economic downturn, ad revenue will shrink, and when a Chinese company cuts its headcount, it can be brutal without anything like Meta gives employees 16 weeks salary, refer to what happened in tech sector in China."",""chinese people to fit in.""]","[""100 phone bill reimbursement monthly "",""Standard package. Good time off policy."",""Neutral on the benefits here""]"
4,Sr. Principal Engineer Software - Simulation (Palmdale CA),"Palmdale, CA",Aerospace & Defense,10000+ Employees,Company - Public,Aerospace & Defense,3.9,3.7,3.8,4.1,"[""Good work life balance mostly"",""benefits are good and start day 1"",""Good pay and stability in the workplace"",""So its a great for people who go from undergrad to grad school with minimal experience and can get a well"",""management is good.""]","[""no work life balance"",""Benefits could be better as well as PTO"",""Felt pay was low and speed of work was slow"",""Higher ups could care less about people who do the work."",""Even with bad management, I would still recommend to a friend if that friend was junior to mid level.""]","[""PTO, healthcare and 401K are all offered and are all excellent options"",""Great health insurance, flexibility, and PTO."",""Decent benefits. PTO and sick time are wrapped into one benefit. ""]"
3.3,Sr Business Analyst,"New York, NY",Insurance Carriers,5001 to 10000 Employees,Nonprofit Organization,Insurance,3,3.2,3.1,3,"[""The organization is looking to grow and offer more perks to staff including Peloton benefits, counseling, etc. Very good work/life balance."",""The Benefits are good but pricey"",""The pay is better than most for a remote position."",""Excellent management."",""People are nice and willing to help out initially""]","[""Horrible work life balance"",""Pay is below market rate"",""Most challenging management I’ve ever experienced."",""Large organization takes a bit of time to get to know, but people are friendly and helpful""]","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
4.1,Business Analyst - New York,"New York, NY",Banking & Lending,1001 to 5000 Employees,Subsidiary or Business Segment,Financial Services,3.3,3.8,3.8,3.6,"[""Good work life balance and a very pro"",""The pay and benefits are decent."",""Excellent benefits, security, controls and environment."",""It is a dead end job.""]","[""Marginal Benefits."",""behind on technology, Manuel systems""]","[""401k, health insurance for family"",""Great company, benefits and work environment."",""Great benefits! Insurance is great and affordable.""]"
3.4,"Analyst, Data Operations-Sg2","Chicago, IL",Health Care Services & Hospitals,1001 to 5000 Employees,Company - Private,Healthcare,3.3,3.7,3.4,3.6,"[""Work life balance is great"",""Good people to work with"",""25 days of PTO."",""Great values, generous PTO, laid back managers, brilliant colleagues."",""Good culture.""]","[""No work life balance at all"",""My manager was very inexperienced and at times rude."",""Toxic culture.""]","[""Lots of PTO and affordable healthcare"",""The vacation benefits are great."",""Great benefits!  Amazing PTO and ability to volunteer 5 days a year!!!""]"
3.3,Sr Business Analyst,"New York, NY",Insurance Carriers,5001 to 10000 Employees,Nonprofit Organization,Insurance,3,3.2,3.1,3,"[""The organization is looking to grow and offer more perks to staff including Peloton benefits, counseling, etc. Very good work/life balance."",""The Benefits are good but pricey"",""The pay is better than most for a remote position."",""Excellent management."",""People are nice and willing to help out initially""]","[""Horrible work life balance"",""Pay is below market rate"",""Most challenging management I’ve ever experienced."",""Large organization takes a bit of time to get to know, but people are friendly and helpful""]","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
3,Data Analyst,"New York, NY",Banking & Lending,51 to 200 Employees,Company - Private,Financial Services,2.6,2.8,2.9,3.4,"[""good training"",""Culture, Location, Fun, People, Job"",""Supportive team, standard underwriting role"",""Training, friendly management , hybrid schedule""]","[""Leads in consistent, no growth, repetitive trainings"",""upper management seemed pretty divorced from the tech side"",""No culture , no real underwriting , weird product , had to use my personal equipment to work and were very Stingy with providing equipment."",""Pray you get assigned to a good team with a competent team."",""Management doesn't listen, concerns and red flags are brushed away just for the sake of funding.""]","[""Best- Good benefits \nWorst- Low matching 401k "",""Pretty decent healthcare and 401K match"",""Full suite of benefits for all staff members""]"
3.4,"Software Engineer, Platform - Full-Stack","Redwood City, CA",Enterprise Software & Network Solutions,501 to 1000 Employees,Company - Public,Information Technology,3.6,4,3.1,2.7,"[""Smart people from top schools"",""Solid product with a great culture"",""Best Workplace Challenging work Competitive salary"",""Perks were incredible, work from home as much as you want and pretty much did my own hours."",""The job offer is good and the benefits are too.""]","[""C3 AI has a culture of hard work, which unfortunately for many (not all) leads to heavy burnout."",""no work from home, even after multiple people got covid in the office"",""Benefits need to be more family friendly to compete for more senior positions.""]","[""15 PTOs, 5 sick days annually"",""Good work benifits with free lunch and happy hour."",""Free lunches, employee stock purchase program""]"
3.4,"Software Engineer, Platform - Full-Stack","Redwood City, CA",Enterprise Software & Network Solutions,501 to 1000 Employees,Company - Public,Information Technology,3.6,4,3.1,2.7,"[""Smart people from top schools"",""Solid product with a great culture"",""Best Workplace Challenging work Competitive salary"",""Perks were incredible, work from home as much as you want and pretty much did my own hours."",""The job offer is good and the benefits are too.""]","[""C3 AI has a culture of hard work, which unfortunately for many (not all) leads to heavy burnout."",""no work from home, even after multiple people got covid in the office"",""Benefits need to be more family friendly to compete for more senior positions.""]","[""15 PTOs, 5 sick days annually"",""Good work benifits with free lunch and happy hour."",""Free lunches, employee stock purchase program""]"
4,"Sales Engineer (Solutions Architect), Northeast",United States,Enterprise Software & Network Solutions,201 to 500 Employees,Company - Private,Information Technology,3.8,4.1,3.9,4.2,"[""Great people to work with... people that work here are all focused on the next phase of the company."",""Culture autonomy Learning Collaboration Technology"",""Good leadership, founders are from NSA."",""workers, decent pay""]","[""Limited growth opportunity to field""]","[""Fair and low cost, but premium benefits."",""A lot of time off and holidays. Never had issues with any benefits. 401k experience could have been better. "",""company perks and health insurance ""]"
4.1,Product Lifecycle Manager (PLM) Program Manager,"Spring, TX",Information Technology Support Services,10000+ Employees,Company - Public,Information Technology,3.8,3.7,4.3,4.2,"[""Work Life Balance is good"",""Good salary"",""Great benefits and WLB."",""Culture is good."",""Worked with many great people""]","[""work life balance is poor"",""Low salary compare to market"",""Employee benefits and bonus need to be very much improved."",""More Bangalore centric culture No big decision makings are been done by Chennai team or rather not been allowed""]","[""Great benefits for starting off."",""The maternity leave is very generous in comparison to other tech company."",""Unlimited PTO is such a great benefit!""]"
3.5,Project Coordinator,Perth,"Airlines, Airports & Air Transportation",5001 to 10000 Employees,Company - Private,Transportation & Logistics,3.3,3.5,3.3,3,"[""Passionate, collaborative people."",""Flight Benefits are ok if you can get on""]","[""toxic culture ."",""Not a lot of career progression for clerical staff"",""Poor management Low staff numbers""]","[""Four weeks of vacation accrue from day 1! Great way to utilize the flight benefits :)"",""Company matches 6% 401k paid time off/vacation = 4 weeks per year AND they want you to take it and great medical ""]"
3.4,UI Developer,"Irvine, CA",Computer Hardware Development,51 to 200 Employees,Company - Private,Information Technology,3.4,3.8,3.2,3,"[""There is a beautiful office with a super cool breakroom."",""Good pay, employees are mostly nice, departmental managers are good."",""Depending on the department, managers are flexible with most job responsibilities depending on your interests.""]","[""When I used to work there, one of the top managers flipped his lid and had a literal temper tantrum and chewed out an employee in front of everyone."",""CEO is the final decision maker, regardless of how large or small the decision is, which makes the approval process and projects take longer."",""Communication is very bad within the company.""]","[""The benefits were fine. Nothing bad to say."",""Benefits were decent at CBS."",""Great employment perks and on-site facilities.""]"
3.9,Alliance Manager – Technology Partnerships,"Morrisville, NC",Computer Hardware Development,10000+ Employees,Company - Public,Information Technology,3.6,3.7,3.8,3.7,"[""good benefit and vision and working process"",""Good work life balance"",""Amazing work culture and a dynamic company that cares about professional growth."",""Cool Management."",""Great work environment and company culture.""]","[""Management is not good they have already fixed their mindset about appreciation.""]","[""4% Match 401K\nGood insurance coverage"",""6% 401(k) match, decent healthcare"",""Awesome healthcare and 401k match. Best-in-class parental leave for all parents.""]"
4.1,Windows - System/Software Engineer III,"Fort Collins, CO",Information Technology Support Services,10000+ Employees,Company - Public,Information Technology,3.8,3.7,4.3,4.2,"[""Good work life balance and learn"",""1. good salary."",""Good benefits Opportunity to grow"",""Good and challenging work with good culture"",""Great people on most of my smaller teams I have worked wirh""]","[""No work life balance (sometimes)"",""Low salaries compared to market"",""Low Salary No additional benefits"",""The culture is extremely toxic and full of people who smile to your face but will backstab you."",""Great people to work with""]","[""Great benefits for starting off."",""The maternity leave is very generous in comparison to other tech company."",""Unlimited PTO is such a great benefit!""]"
3.8,Financial Planning & Analysis Analyst,United States,Legal,51 to 200 Employees,Private Practice / Firm,Legal,3.6,3.5,3.7,3.5,"[""Smart and caring colleagues."",""The D.C. office fostered a warm and supportive work environment; the managing partner, Sue Huhta, fostered a fun and cohesive office dynamic, we ordered in lunch every Friday to eat together, and the attorneys were fantastic mentors."",""Decent benefits and salary."",""Caring management, concern for diversity and inclusion, excellent mission.""]","[""Can be tough to get proper training sometimes and not entirely standardized in terms of individual expectations.""]","[""Generous benefits &amp; wellness perks (Calm subscription, Modern Health, Bright Horizons, Health Club).  Amazing parental leave package."",""Excellent firm benefits and great culture."",""There are so many great benefits for new parents and mental health.""]"
3.8,Institutional Equity Research Sales Analyst / Associate,"New York, NY",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.8,3.8,3.5,3.1,"[""Great culture and a lot of deal flow"",""Great people to work with, and job offers lots of autonomy"",""Good pay and supportive environment"",""Great Senior Management""]","[""Bad culture and terrible hours."",""The people weren't very smart....I would work elsewhere if you're considering IB"",""Long hours and weekend work"",""paid and not good pay increases from year to year low diversity""]","[""great employees very helpful and sweet. manager is great."",""401k, Cigna insurance, 20 PTO for junior/new joiner."",""pretty good deal and well structured plans""]"
3.8,Platform Product Manager,"London, England",Software Development,201 to 500 Employees,Company - Private,Information Technology,3.6,3.7,3.8,4,"[""Within Product, leadership is making a material investment in teams and people which is really refreshing!"",""The people here have been so welcoming.""]","[""Product Leadership has no boundaries or respect for typical work hours and will message employees at all hours of the day."",""It’s impossible to do a job well and meet expectations when there is so much change and micromanagement."",""Since then, everyone that could have provided mentorship to those around them were either fired or left because they were not being treated as kind as newer team members.""]","[""Benefits are up to industry standards"",""Average benefits package in line with the industry. Changed to unlimited PTO with very little notice which didn't allow all accrued time to be utilized."",""Great 401k match and competitive benefit premiums""]"
4,Technical Product Manager - Vice President - Platform,"London, England",Banking & Lending,10000+ Employees,Company - Public,Financial Services,4,3.9,3.9,3.7,"[""Benefits are good and a wealth of knowledge"",""Work life balance is good"",""Great culture and team environment."",""1. Good pay"",""Great People and""]","[""No Benefits in comparison to tech culture"",""No work life balance"",""The culture is toxic and combative."",""Low pay; not competitive with market"",""Though managers are increasingly taking a more liberal view of this policy The 3 days in the office have caused a lot of very talented people to leave and talented developers are not joining.""]","[""good benefits, generous amount of vacation time for new hires, 401k, perks out side of work."",""Great benefits package as is expected from a company this size. Industry standard across bulge bracket banks\n"",""Best is that they offer them. Worst is the cost ""]"
4,Process Improvement Analyst (Hybrid),"Chicago, IL",Legal,1001 to 5000 Employees,Company - Private,Legal,3.7,4,3.9,3.7,"[""versed colleagues in a number of the Marketing teams""]","[""wide communication."",""Excessively stingy HR department, it's really hard to get a salary bump and/or promotion.""]","[""Full range of benefits, including health, retirement, and other benefits."",""No 401K match is available "",""Generous PTO and solid health coverage""]"
3.7,Financial Advisor - No Experience Required,"Fuquay-Varina, NC",Investment & Asset Management,10000+ Employees,Company - Private,Financial Services,3.5,3.5,3.8,3.8,"[""Opportunity and great training inside a true partnership"",""Jones provides a great framework and culture to build a business and serve your clients and community well."",""Work life balance is great"",""Good people to work with"",""Good pay if you can sell door to door""]","[""A lot of sales training and very little training on financial planning and investment selection."",""Cult like culture turned me off to this firm."",""work/life balance doesn't exist."",""My area was filled with close minded people with little actual real world experience in the industry."",""Low pay, lack of diversity""]","[""Best thing about jones benefits package is if you have been with Jones for over a year you are eligible for 16 weeks full paid maternity leave. "",""The company has great benefits. "",""Expensive health insurance, HR is terible to deal with any issues related to it.""]"
4,Software Engineer (University Grad),"Sunnyvale, CA",Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.9,4.6,3.7,3.5,"[""Great benefits and an upstanding environment"",""Good work life balance and continue education"",""pay is good and lots of perk"",""Smart people and existing technologies"",""Culture and visibility are great""]","[""no benefits for being a contractor"",""Well know is the bad work life balance with MPK (USA) still holding the string late hours are common and needed to get on."",""Very hectic but good pay"",""Interesting products and brilliant people around."",""Apple employees bringing their toxic culture and cliques to Meta just makes it as toxic as their previous workplace.""]","[""great benefits, great packages, great healthcare"",""No charity matching is offered."",""Hands down the best health coverage in the industry.""]"
3.2,Financial Analyst II - west elm,"New York, NY",Home Furniture & Housewares Stores,1001 to 5000 Employees,Subsidiary or Business Segment,Retail & Wholesale,2.9,2.8,3.1,2.9,"[""$24 hourly pay is competitive within the market, but was reduced from $25/hour during the pandemic."",""Great management and great place to work."",""Good people and company values."",""Benefits are great and the furniture is beautiful."",""The office is beautiful, inside and outside.""]","[""And they would expect you to offer interior design services but with the low pay of a sales associate."",""DON’T COVER MANY THINGS AND HUGE OUT OF POCKET PREMIUMS CONFLICTING DIRECTIONS DUE TO POOR MANAGEMENT Avoid this company and Williams"",""Not people friendly, promote wrong people"",""No benefits for part time.""]","[""nothing. the job and perks were awesome"",""The employee discount is decent if you're into furniture and decor. At the time it was nearly 50% off. \n"",""Designer discount is nice to have.""]"
3.7,"Program Manager I, Government Programs","Houston, TX",Architectural & Engineering Services,1001 to 5000 Employees,Self-employed,"Construction, Repair & Maintenance Services",3.3,3.5,3.4,3.5,"[""Friendly colleagues, lifelong friendships can be created."",""great job security""]","[""No bonuses"",""Very one sided and no respect for subordinates."",""Upper management is not to be trusted.""]","[""8 PTO, 3 Floating Holiday"",""Excellent benefits options and packages."",""It's cool working for ABS""]"
3.4,Entry Level Test Engineer,"Houston, TX",Computer Hardware Development,1 to 50 Employees,Company - Private,Information Technology,3.1,3.3,3.2,3,"[""workers &amp; fun work environment"",""Good people and work indoors"",""Assembly process engineer and NPD""]","[""Low pay, bi weekly pay""]","[""Health Insurance, 401K, Paid time off/vacation time off. "",""Free Coffee and the high retention "",""Decent health insurance, standard vacation and time off.""]"
3.3,Senior Data Analyst - Medical Economics | Hybrid NY,United States,Insurance Carriers,5001 to 10000 Employees,Nonprofit Organization,Insurance,3,3.2,3.1,3,"[""Work life balance is nice."",""Good benefits"",""easy work, mostly good people"",""Friendly Management that allow for effective training""]","[""No work life balance"",""The benefits are not great."",""Horrible leadership"",""Management are secretly fighting behind the scenes""]","[""healthfirst offers great benefits for its employees \n"",""Good benefits, low salary compared to market "",""This company offers a great benefit package ""]"
3.6,"Programmatic Solutions Consultant, PSC - US, Programmatic Solutions Consultant","New York, NY",Internet & Web Services,10000+ Employees,Company - Public,Information Technology,3.6,3.8,3.5,3.2,"[""Pay is good and fair"",""Good benefits and flexibility !"",""Flexible hours and great with students."",""management and pay were great"",""The work culture is good and I never felt that I was new in the company""]","[""Low pay and more targets to meet"",""no benefits or complain support for seasonal or contract employees"",""Long hours and can be difficult working all night if you’re not used to it."",""Management was poor and the responsibility to pay ratio did not seem adequate"",""Bad work culture and hectic schedules""]","[""Full benefits and scholarship options for career advancement are nice. "",""Benefits are OKAY... Considering they are one of 5 largest companies in the world, they could be a lot better when it comes to monthly premiums, 401k matching, and deductible amounts. If you work as a driver or warehouse worker for more than a year, you can be almost certain that you will be using your medical insurance. No sick days,  all of your PTO accrues by June for the whole year, and its very hard save it for when you really need it during 6-10 weeks of peak season working mandatory 60 hour weeks. "",""Car rentals, hotels, and flights are extremely cheap when searching from internal Amazon benefit site""]"
3.9,Senior Data Analyst - IT,"Chicago, IL","Airlines, Airports & Air Transportation",10000+ Employees,Company - Public,Transportation & Logistics,3.8,3.8,3.6,3.4,"[""amazing flight benefits"",""Good people around the organization"",""Work life balance is good"",""Fantastic benefit options, along with competitive pay."",""work culture is great and balanced""]","[""If you are not sucking up to your seniors, you will be stuck forever, terrible pay"",""stagnant work culture and not impactful work""]","[""Great benefits - unlimited travel and work environment"",""A total and complete, excellent benefits package!"",""Health Insurance is very good and affordable. ""]"
3.7,"Institutional Credit Management, Business Analytics Senior Analyst - Assistant Vice President","Getzville, NY",Investment & Asset Management,10000+ Employees,Company - Public,Financial Services,3.7,3.7,3.6,3.5,"[""Flexibility and good work life balance"",""Benefits are good and to some extent if manage well the work balance can be good too."",""Good pay and hybrid working"",""People are great but the tech and admin are horrible"",""Good culture and work balance""]","[""Expectation to work exceedingly long hours and no work life balance"",""No benefits than salary and cab"",""Low pay and no commission / high bonus"",""I love the people that I work with"",""bad culture and no emphasis on employee growth""]","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
3.8,Software Developer,"Redwood City, CA",Enterprise Software & Network Solutions,10000+ Employees,Company - Public,Information Technology,3.6,3.4,3.7,4,"[""flexible and good work life balance"",""Good Salary and chill environment"",""Good work culture and policies"",""Good benefits and leave policy"",""good management and team.""]","[""You get too much work life balance and no learning"",""Salary is low and performance is not rewarded"",""bad work culture"",""Less benefits are received."",""bad management forcing return to office""]","[""good perks, benefits in line with market, stock purchasing"",""Good average food nice !"",""Employees pay low cost for health benefits. ""]"
3.8,"Senior Product Data Analyst, Emerging Sports","New York, NY",Computer Hardware Development,51 to 200 Employees,Company - Public,Information Technology,4,3.8,4.1,4.3,"[""great culture"",""There are a lot of really great people working here and plenty of problems to solve."",""Fairly relaxing work environment"",""Professional Service driven career oriented""]","[""Leadership can be flippant."",""Bad culture""]","[""Great 401k match and monthly snack box"",""Great 401K matching and PTO policy!"",""Unlimited vacation, WFH or office.""]"
3.5,"Supervisor, Scheduling & Post Ops","Atlanta, GA",Film Production,10000+ Employees,Company - Public,Media & Communication,3.1,3.6,3.4,3.5,"[""Good people to work with: clever and fun."",""the benefits are great and expansive"",""Great culture, products and leaders"",""creative atmosphere and environment, a lot of talented people""]","[""Changes in the culture and employee morale"",""Career progression felt uncertain due to ongoing business changes and lack of clear direction""]","[""Free movie screenings every now and then "",""The benefits were amazing! From discounted telephone and cable services, to matching 401(k), to paid infertility treatments - I couldn't have asked for more. "",""various options, competitive but not top of the line like other media or tech companies ""]"
3.8,Platform Product Manager,"London, England",Software Development,201 to 500 Employees,Company - Private,Information Technology,3.6,3.7,3.8,4,"[""Within Product, leadership is making a material investment in teams and people which is really refreshing!"",""The people here have been so welcoming.""]","[""Product Leadership has no boundaries or respect for typical work hours and will message employees at all hours of the day."",""It’s impossible to do a job well and meet expectations when there is so much change and micromanagement."",""Since then, everyone that could have provided mentorship to those around them were either fired or left because they were not being treated as kind as newer team members.""]","[""Benefits are up to industry standards"",""Average benefits package in line with the industry. Changed to unlimited PTO with very little notice which didn't allow all accrued time to be utilized."",""Great 401k match and competitive benefit premiums""]"
3.9,Alliance Manager – Technology Partnerships,"Morrisville, NC",Computer Hardware Development,10000+ Employees,Company - Public,Information Technology,3.6,3.7,3.8,3.7,"[""good benefit and vision and working process"",""Good work life balance"",""Amazing work culture and a dynamic company that cares about professional growth."",""Cool Management."",""Great work environment and company culture.""]","[""Management is not good they have already fixed their mindset about appreciation.""]","[""4% Match 401K\nGood insurance coverage"",""6% 401(k) match, decent healthcare"",""Awesome healthcare and 401k match. Best-in-class parental leave for all parents.""]"
