reviews_by_same_job_cons,reviews_by_same_job_pros,company_benefits_employer_summary,employee_benefit_reviews
"[""Your pay isn't much higher than those you mange."",""Poor work life balance, unrecognized contributions to team"",""Old building with need for renovation""]","[""Good salary, pay, and benefits"",""good pay, looks good on resume"",""Good People"",""Great work life balance and experience.""]",,"[""Excellent Benefits provided for full family medical, prescription, dental and eye care."",""Great 401K Match and company stock options"",""no pension plan available anymore""]"
"[""Management doesn't listen to employees."",""Working long hours, start time is between 3am""]","[""Good pay and benefits as well as a few jard working people"",""Great benefits, average pay."",""Coworkers are easy to get along with and can be very helpful at times.""]","At Johnson Brothers, we prioritize team member well-being with comprehensive benefits, including medical, dental, and vision plans, flexible spending accounts, and life and accident insurance. We offer short and long-term disability coverage, access to financial wellness tools, and an employee assistance program. Our 401(k) plan includes an employer match. Additional benefits include paid time off, holidays, parental leave programs, and more. Team member wellness is central to our values, and we are committed to providing benefits that support a healthy work-life balance.","[""Mostly great benefits. Wish spousal health insurance wasn’t so pricy, but it’s hard to get away from that. Otherwise awesome."",""The company has a Good 401k match"",""Great 401k match, great vacation time""]"
"[""No work life balance"",""low salary"",""There are good managers and above, who are very supportive, but good TLs are few and far between."",""The whole culture is bad,"",""Diminished benefit Very little leaves Hard to convert to perm staff""]","[""Good culture Flexible Good work life balance"",""Good salary, even if you don't have any knowledge or experience about the work before."",""Too few to list Notice that all the favorable reviews recently are by majority of managers and directors?"",""Good culture, chance to learn new tech stack"",""Benefits and welfare are good and sufficient""]","I'm safe, I belong, I matter.&nbsp;
Part of the journey to make Equinix a place of safety, belonging, and meaning for everyone is our commitment to your wellbeing. Your health and happiness are our highest priority, and we're always working to offer the best benefit options that are comprehensive, innovative and affordable.&nbsp;&nbsp;
Your healthEquinix employees receive excellent health care and counseling plans that vary by country to ensure the well-being of you and your family. We offer paid vacations and holidays and encourage community involvement year-round via volunteer opportunities.
Your familySpending time with your loved ones and taking care of your family are important. Equinix provides a range of country-specific programs that ensure you have the resources needed to thrive and manage your family’s needs.
Your futureEquinix offers different programs to help you build your financial security, make charitable donations and seek additional education. In many countries we also offer a flexible employee stock purchase plan.
There are benefits in place to support you at work, home, and in play.&nbsp;&nbsp;
We have different providers for different benefits, and benefits can be updated or changed at different times of the year. Some benefits can only be updated during the annual open enrollment window, while others can be updated at any time.","[""Benefits are equinix are incredible"",""Great Place to be all times"",""Good health benefits, 401K, espp,etc. not much else""]"
"[""No benefits if youre prn employee"",""Below average pay compared to the market"",""Parking was expensive and difficult to find"",""Within a research lab, work culture was not positive starting with PIs."",""Although, the company provides an annual training in which they encourage innovation, unparalleled service, etc.""]","[""Good benefits frat people and values"",""Good pay for research assistant, especially considering low cost of living"",""Culture is good I suppose"",""Adequate training.""]","Choosing a career path with Houston Methodist means doing your best and receiving the best in return. We are proud to reward your exceptional commitment, skills and talents with an array of benefits and programs designed to enhance your life. Offering so many ways to be healthy, wealthy and wise, Houston Methodist invites you to learn more about the advantages the Houston Methodist team experiences every day.Wellness Programs

Employees may participate in a variety of wellness programs that promote a healthier lifestyle.
","[""Great benefits and competitive salary. "",""Covers all my family’s needs"",""A little expensive but worth it""]"
"[""Low pay and more targets to meet"",""no benefits or complain support for seasonal or contract employees"",""Long hours and can be difficult working all night if you’re not used to it."",""Management was poor and the responsibility to pay ratio did not seem adequate"",""Bad work culture and hectic schedules""]","[""Pay is good and fair"",""Good benefits and flexibility !"",""Flexible hours and great with students."",""management and pay were great"",""The work culture is good and I never felt that I was new in the company""]",,"[""Full benefits and scholarship options for career advancement are nice. "",""Benefits are OKAY... Considering they are one of 5 largest companies in the world, they could be a lot better when it comes to monthly premiums, 401k matching, and deductible amounts. If you work as a driver or warehouse worker for more than a year, you can be almost certain that you will be using your medical insurance. No sick days,  all of your PTO accrues by June for the whole year, and its very hard save it for when you really need it during 6-10 weeks of peak season working mandatory 60 hour weeks. "",""Car rentals, hotels, and flights are extremely cheap when searching from internal Amazon benefit site""]"
"[""Work life balance is average"",""Little career guidance No big benefits"",""Low pay considering the current economy."",""After merger, work culture became bad with micro managing by managers"",""Experienced people leaving in droves.""]","[""Work life balance is good"",""Good benefit and lift balance."",""Decent pay"",""Good culture and flexible policy"",""Fun and fast Paced with great people.""]",,"[""Free movie screenings every now and then "",""The benefits were amazing! From discounted telephone and cable services, to matching 401(k), to paid infertility treatments - I couldn't have asked for more. "",""various options, competitive but not top of the line like other media or tech companies ""]"
"[""No cons but the fact is the people are still working"",""Low pay"",""Work life balance is a challenge, good amount of nepotism"",""Benefits and Hike is less"",""Bad working hours, bad leadership""]","[""The people are great."",""Competitive pay"",""Good working environment, Work life balance."",""Benefits are good, There is opportunity if you can find the time to apply.""]",,"[""It was just fine, nothing special."",""401 k match is great"",""Limited 401k with matching only once per year.  ""]"
"[""Substandard base pay, raises, and bonus""]","[""Decent benefits"",""Respectful colleagues"",""Great team, work life balance, and collaboration.""]","NYSTEC Total Rewards 
We encourage, support, and compensate our employees based on our philosophy of Total Rewards. In addition to financial compensation, NYSTEC’s Total Rewards program believes in providing its employees the opportunity to excel and advance in their field, provide meaningful work, contribute to the community, work cooperatively and productively with colleagues, and balance work life duties.","[""Generous 403b match, 20 PTO days which increase with years of service, tuition reimbursement, professional development reimbursement, savings or student loan matching, fitness reimbursement"",""401k is good. Pay isn’t that of industry standards. Upper management is allowed too much leeway as far as what employees are paid, even with pay grades. "",""Benefits package is standard overall for an office environment. It's sold to employees as being an exemplary Total Rewards Package but it's essentially the same package you can get at any company. These are the main differences compared to other companies:\n\nPros: They usually give an additional payment to your retirement account if NYSTEC does well that year. There's a gift each quarter and an annual gift. Mobile phone is paid for up to a specified amount.\n\nCons: You can use Cigna providers if you travel outside of the Capital District but you're locked into MVP within the Albany area. Work/life balance is not guaranteed and depends on how well the project is negotiated when the contract is signed and how much your practice leader supports their team--you will be expected to make up for this by working more with less. Merit increases are not based on an objective process.\n\nSince the majority of the projects are with state and local government clients, the benefits should compete with what you would receive as a civil servant. If you tell employees that you pay less than other consulting firms because the benefits are amazing, shouldn't the benefits be better than what our clients receive and also significantly better than what you can get at other firms? ""]"
"[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]",,"[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
"[""Long hours and never ending busy season"",""Other benefits aren't market leading"",""not enough pay but the job is great.""]","[""Flexible hours and good co"",""Good pension benefits and nice culture to work in"",""It is a stable work environment""]",,"[""Good Health Insurance, Life Insurance and 401k.\nHard to take time off"",""Options for health insurance and generous contribution to 401k."",""So far so good, no complaints yet""]"
"[""Little guidance, direction for managers""]","[""Great benefits"",""Flexible with scheduling conflicts"",""Money is not bad."",""Full upper management involvement and support""]","At Ellis Island, Casino, Hotel, Brewery, and Village Pubs, we prioritize the well-being and satisfaction of our team members. We understand that a supportive work environment and excellent benefits are crucial to fostering a motivated and productive team. Here’s what you can expect when you join us:
Health and Wellness:&nbsp;Your well-being matters to us. We provide medical insurance, dental insurance, vision insurance, basic life insurance, a short-term disability plan, and a combo plan that provides support in case of accidents, hospitalizations, and critical illnesses.
Retirement Savings:&nbsp;Plan for your future with our 401(k) retirement savings plan, after one year of successful employment.
Work-Life Balance:&nbsp;We offer paid time off because we value your personal&nbsp;time.
Professional Development:&nbsp;Grow your career with us. We support continuous learning and offer opportunities for growth and development.
Employee Assistance Program (EAP):&nbsp;We partner with Behavioral Healthcare Options through The Life Connection (TLC) employee assistance and work-life program to provide mental health and counseling services.
Employee Discounts and Perks:&nbsp;Enjoy a free meal during your shift, free on-site parking. and employee discounts company-wide.
Diversity and Inclusion:&nbsp;We embrace diversity and foster an inclusive workplace where every voice is heard and valued.","[""The best thing about is, for me it’s easy to find out who can help with my benefits "",""Competitive Medical Insurance, Free Parking and Lunch""]"
"[""Demanding, lots of bureaucracy, low morale"",""not incentives or bonus"",""Not enough resources or support or training.""]","[""Flexible hours, company vehicle, field work"",""Wonderful young people""]",,"[""403B has  a 7% return"",""The bad thing is sub-substitute does not receive pay during vacation. It is terrible 🙁"",""There was good communication all around.""]"
"[""toxic culture ."",""Not a lot of career progression for clerical staff"",""Poor management Low staff numbers""]","[""Passionate, collaborative people."",""Flight Benefits are ok if you can get on""]",,"[""Four weeks of vacation accrue from day 1! Great way to utilize the flight benefits :)"",""Company matches 6% 401k paid time off/vacation = 4 weeks per year AND they want you to take it and great medical ""]"
"[""The culture is not good""]","[""Great people, willing to take on new ways of thinking to improve."",""The office is nice in mid boston"",""Company has good benefits."",""Good Pay""]",,"[""Great severance after many years of faithful service.\nInteresting changes coming to Haemo, stay tuned!"",""It's comparable to others out there."",""Average benefit for the company size""]"
"[""not much room for advancement""]","[""Good people that care about each other.""]",,"[""Good match for 401k, options for health coverage"",""You can pick and choose what you are looking for from day one"",""Decent plan through TFI Intl""]"
"[""Bad culture and terrible hours."",""The people weren't very smart....I would work elsewhere if you're considering IB"",""Long hours and weekend work"",""paid and not good pay increases from year to year low diversity""]","[""Great culture and a lot of deal flow"",""Great people to work with, and job offers lots of autonomy"",""Good pay and supportive environment"",""Great Senior Management""]",,"[""great employees very helpful and sweet. manager is great."",""401k, Cigna insurance, 20 PTO for junior/new joiner."",""pretty good deal and well structured plans""]"
"[""CEO is not farsighted."",""Option is a joke when the company cannot move forward and people left like crazy"",""Bad diversity""]","[""CEO is mission driven"",""Lots of flexibility and freedom in work.""]",,"[""The benefits at NewsBreak are very good.  I have a family of four, and the cost for health, vision, dental is very fair."",""Top-tier 401(K) plan with company matching"",""Company is continuously trying to improve on benefits package.""]"
"[""No work life balance"",""low salary"",""There are good managers and above, who are very supportive, but good TLs are few and far between."",""The whole culture is bad,"",""Diminished benefit Very little leaves Hard to convert to perm staff""]","[""Good culture Flexible Good work life balance"",""Good salary, even if you don't have any knowledge or experience about the work before."",""Too few to list Notice that all the favorable reviews recently are by majority of managers and directors?"",""Good culture, chance to learn new tech stack"",""Benefits and welfare are good and sufficient""]","I'm safe, I belong, I matter.&nbsp;
Part of the journey to make Equinix a place of safety, belonging, and meaning for everyone is our commitment to your wellbeing. Your health and happiness are our highest priority, and we're always working to offer the best benefit options that are comprehensive, innovative and affordable.&nbsp;&nbsp;
Your healthEquinix employees receive excellent health care and counseling plans that vary by country to ensure the well-being of you and your family. We offer paid vacations and holidays and encourage community involvement year-round via volunteer opportunities.
Your familySpending time with your loved ones and taking care of your family are important. Equinix provides a range of country-specific programs that ensure you have the resources needed to thrive and manage your family’s needs.
Your futureEquinix offers different programs to help you build your financial security, make charitable donations and seek additional education. In many countries we also offer a flexible employee stock purchase plan.
There are benefits in place to support you at work, home, and in play.&nbsp;&nbsp;
We have different providers for different benefits, and benefits can be updated or changed at different times of the year. Some benefits can only be updated during the annual open enrollment window, while others can be updated at any time.","[""Benefits are equinix are incredible"",""Great Place to be all times"",""Good health benefits, 401K, espp,etc. not much else""]"
"[""No work life balance and some difficult colleagues"",""Unrealistic expectations and bad culture"",""Bad benefits."",""Low pay and annoying regulatory hurdles"",""4. Terrible pressure, so attrition rate is very high, even high salary does not ensure good people to stay""]","[""Good Work Life balance and"",""Culture is good and relatively flat"",""Good benefits with a culture"",""Good pay and leaves"",""Great people and office location""]","Citi makes a significant investment to provide valuable benefit programs for all employees around the world.  These include core health, insurance and retirement programs as well as supplementary programs.
Our global benefits philosophy requires that programs should deliver quality benefits and be simple to understand, to access and communicate. Our Live Well at Citi Global Health Strategy, offers best in class wellness programs, tools and resources to help employees lead healthier lives. We strive to inspire accountability, improve health and productivity while managing our healthcare costs. Our programs are designed to support Citi’s values and help to attract, motivate and retain a diverse workforce within a collaborative work environment.","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
"[""Some management are not so cool."",""Pay and job mobility are bad."",""Benefits are not that wonderful (I have had WAY better in the past) and the PTO/ vacation time is sub par."",""cruddy training, watch and learn only works for some people, and learning under pressure while a patient waits is very stressful.""]","[""Management was great, accommodating and presented opportunities for advancement and to learn new skills."",""The benefits are cheap but the deductible is high so...find out where the worth is."",""Pay is decent, training is fairly efficient."",""warm welcoming culture""]",,"[""Good health and dental insurance "",""Good health and dental insurance "",""best-paid time off\nworst-not sure""]"
"[""Leads in consistent, no growth, repetitive trainings"",""upper management seemed pretty divorced from the tech side"",""No culture , no real underwriting , weird product , had to use my personal equipment to work and were very Stingy with providing equipment."",""Pray you get assigned to a good team with a competent team."",""Management doesn't listen, concerns and red flags are brushed away just for the sake of funding.""]","[""good training"",""Culture, Location, Fun, People, Job"",""Supportive team, standard underwriting role"",""Training, friendly management , hybrid schedule""]","Benefits of Working at Fora Financial:

Competitive Base Salary
Health Insurance
Dental Insurance
Vision Insurance
Life and AD&amp;D Insurance
401K Plan   Matching
Flexible Spend &amp; Commuter Benefit Accounts
Gym Reimbursement
Generous Time Off Plan

A Culture for the Employee:

Work/Life Balance
Hybrid Work-Model
Comprehensive Product &amp; Industry Training
Opportunity for Advancement
Diverse Culture
Small Team Sizes
Promote From Within
Open Communication
Relaxed Dress Code
Daily Breakfasts
Game Room
Weekly Catered Lunches
","[""Best- Good benefits \nWorst- Low matching 401k "",""Pretty decent healthcare and 401K match"",""Full suite of benefits for all staff members""]"
[],"[""Above Average Compensation"",""Great technology stack to work on AWS Cloud platform, and immense learning opportunity in last 2 years"",""Transparency Freedom to Innovate and Execute Open Communication Awesome Fellow Colleagues Highly Skilled Talent Pool Leadership willing to listen and act on feedback Flexibility"",""Supportive Management Team""]",,"[""Good health benefits for part time employees"",""pay is good but insurance is too high.\r\nnot much of diversity in terms of client list.\r\n"",""Fully comprehensive package competitive and generous.  ITI is constantly working to improve the work life benefits for employees as well.""]"
"[""The culture is not good""]","[""Great people, willing to take on new ways of thinking to improve."",""The office is nice in mid boston"",""Company has good benefits."",""Good Pay""]",,"[""Great severance after many years of faithful service.\nInteresting changes coming to Haemo, stay tuned!"",""It's comparable to others out there."",""Average benefit for the company size""]"
"[""No Work life balance"",""The constant pressure to deliver results within tight deadlines can lead to burnout and high levels of stress among employees."",""no employee benefits."",""Comfortable work area and atmosphere""]","[""good work life balance + good place for a fresher"",""Photon offers excellent opportunities for business development executives to drive growth and expand market presence."",""Pressure less work environment."",""More employee benefits."",""Nice atmosphere to work in this company""]",,"[""Nothing is bad here. Everyone ia good "",""Unscrupulous dealings there. I did not feel or observe that the company had the best interest of its employees at heart."",""Medical Insurance is great for Employees. ""]"
"[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]",,"[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
"[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]",,"[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
"[""Let people run their stations and make money."",""under management and no room for growth"",""Low pay, for a lot of work."",""There is no work life balance."",""no benefits""]","[""Good people to work with"",""Good management and nice work enviroment with experienced teammates."",""The pay is decent and the work isn't hard work as a supervisor."",""Work life balance is acceptable"",""Great coworkers and average benefits""]",,"[""Great bene's and current manager takes time to explain and teach."",""Typical benefits package offered by most firms"",""Benefits are really good but can get costly. ""]"
"[""Micro management, nothing nothing nothing"",""you have to just figure it out, expensive benefits"",""Pay is horrible, but there are many jobs avail""]","[""Flexible management"",""Good benefits, pay, flexible schedule"",""many opportunities for growth !"",""Great benefits and decent pay"",""Wonderful benefits and very nice coworkers and management""]",,"[""Pension requires 5 years of employment. Most benefits are generous but traditional.  For example, there is not unlimited PTO."",""Generous paid time off, great 401k match"",""401k match and pension plan ""]"
"[""Expect too much for little pay"",""Bad management, lots of mirco managing.""]","[""good pay"",""Excellent Benefits Available!"",""The company definitely cares about their employees."",""The culture is family oriented and healthful.""]",,"[""Great benefits, good insurance was easy to get info "",""Heavy overtime so no work life balance"",""Full benefits package includes medical, dental and vision.""]"
"[""Senior Leadership is very slow to adjust to market trends.""]","[""Benefits (product and agility allowances, 401K, 4 weeks time off)"",""Great industry and good benefits"",""Great career growth opportunity, genuinely good people, flexible environment"",""People are great, good work life balance, frequent chance to connect with people in the company""]","Our programs are tailored to support the needs of our employees and their families. We recognize the value of a diverse workforce and therefore include coverage for domestic partners and the children of domestic partners for our eligible employees.
The health and wellbeing of our employees is very important to us. We foster a culture of health through health fairs, and programs and activities that support healthy nutrition and exercise.
Product Allowance
We encourage our employees to act as ambassadors of our brands. To support this effort, eligible employees over the age of 21 have a product allowance to promote our brands with friends and family.
Additional Perks:

Flexible Work Environment
Casual dress code
Summer Fridays
Comprehensive health &amp; wellness programs
Fertility &amp; childcare benefits
Generous paid time off (including HQ being closed Christmas through New Years)
Yearly agility allowance
Tuition scholarships &amp; reimbursement programs
Weekly themed happy hours
Access to relevant and modern learning opportunities
Community outreach and charitable gifting
Company car (or allowance) for eligible roles

Please note that this is only a brief overview of Pernod Ricard USA’s benefit offerings and does not supersede the official plan document and contracts.
Visit our benefits page for more information!
PRUSA Benefits
Canada Benefits","[""good package including health insurance"",""Industry standard but diminishing levels for newer employees. Complicated annual review."",""They provide all the basic necessities and can improve on Care package.""]"
"[""You get too much work life balance and no learning"",""Salary is low and performance is not rewarded"",""bad work culture"",""Less benefits are received."",""bad management forcing return to office""]","[""flexible and good work life balance"",""Good Salary and chill environment"",""Good work culture and policies"",""Good benefits and leave policy"",""good management and team.""]","We care about your health and happiness and we want you to be at your best. At Oracle, you’ll enjoy a competitive benefits package with a variety of customizable medical options, savings plans, and wellness programs.
We also don’t think your life should be on hold from Monday to Friday. Generous amounts of time off, flexible work options, and lots of fun employee activities are all an important part of leading a balanced a life.
Hear about flexibility from Leor, one of Oracle’s Karate Club black belts—and make sure to check out some reviews from our employees.","[""good perks, benefits in line with market, stock purchasing"",""Good average food nice !"",""Employees pay low cost for health benefits. ""]"
"[""toxic culture ."",""Not a lot of career progression for clerical staff"",""Poor management Low staff numbers""]","[""Passionate, collaborative people."",""Flight Benefits are ok if you can get on""]",,"[""Four weeks of vacation accrue from day 1! Great way to utilize the flight benefits :)"",""Company matches 6% 401k paid time off/vacation = 4 weeks per year AND they want you to take it and great medical ""]"
"[""Management is angry all the time.""]","[""People I worked with were great, they ran the machines into the ground with no preventative maintenance and shut the machines down, thier efficiency is more important to them then machine health"",""LOVE IT ALL good money"",""Innovative environment, family atmosphere, positive growth potential."",""Not a lot of over time and will gain great experience working with all kinds of injection mold machines.""]",,"[""Good Benefits Health Insurance, Vision, Dental, as well as multiple other options available"",""Good benefits and experience training"",""Health insurance was expensive with high deductibles!""]"
"[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]",,"[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
"[""When I used to work there, one of the top managers flipped his lid and had a literal temper tantrum and chewed out an employee in front of everyone."",""CEO is the final decision maker, regardless of how large or small the decision is, which makes the approval process and projects take longer."",""Communication is very bad within the company.""]","[""There is a beautiful office with a super cool breakroom."",""Good pay, employees are mostly nice, departmental managers are good."",""Depending on the department, managers are flexible with most job responsibilities depending on your interests.""]",,"[""The benefits were fine. Nothing bad to say."",""Benefits were decent at CBS."",""Great employment perks and on-site facilities.""]"
"[""Drama with management, no raises, low pay, no respect, discrimination, checks always messed up, if they don't like you as a person no matter how hard you work they'll fire you, hr is not your friend here you can't go to them for help, the company is going down hill."",""jerk reactions, lack of appreciation for workers, terrible pay for hourly workers, owners have no actual knowledge of what is going on as they are not present enough to understand who is doing the work, favoritism, firing indiscriminately and consistently making poor choices, one of the most unhealthy work environments I've ever experienced.""]","[""Great culture, a lot of room for growth, various opportunities provided to move up""]",,"[""The best thing is the generous holiday schedule as well as the three weeks of PTO.""]"
"[""C3 AI has a culture of hard work, which unfortunately for many (not all) leads to heavy burnout."",""no work from home, even after multiple people got covid in the office"",""Benefits need to be more family friendly to compete for more senior positions.""]","[""Smart people from top schools"",""Solid product with a great culture"",""Best Workplace Challenging work Competitive salary"",""Perks were incredible, work from home as much as you want and pretty much did my own hours."",""The job offer is good and the benefits are too.""]",,"[""15 PTOs, 5 sick days annually"",""Good work benifits with free lunch and happy hour."",""Free lunches, employee stock purchase program""]"
"[""Pay but it's still competitive"",""Wages and benefits are subpar"",""jobs are all over the place poor management""]","[""they have some what good pay"",""Great benefits."",""The best reason to work for mmr there is great leadership."",""Very supportive higher management and good work environment""]",,"[""Full medical with free dental and vision insurance"",""After 7 years of employment, insurance is covered 100%"",""Free after 7 years of employment""]"
"[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]",,"[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
"[""Low pay and more targets to meet"",""no benefits or complain support for seasonal or contract employees"",""Long hours and can be difficult working all night if you’re not used to it."",""Management was poor and the responsibility to pay ratio did not seem adequate"",""Bad work culture and hectic schedules""]","[""Pay is good and fair"",""Good benefits and flexibility !"",""Flexible hours and great with students."",""management and pay were great"",""The work culture is good and I never felt that I was new in the company""]",,"[""Full benefits and scholarship options for career advancement are nice. "",""Benefits are OKAY... Considering they are one of 5 largest companies in the world, they could be a lot better when it comes to monthly premiums, 401k matching, and deductible amounts. If you work as a driver or warehouse worker for more than a year, you can be almost certain that you will be using your medical insurance. No sick days,  all of your PTO accrues by June for the whole year, and its very hard save it for when you really need it during 6-10 weeks of peak season working mandatory 60 hour weeks. "",""Car rentals, hotels, and flights are extremely cheap when searching from internal Amazon benefit site""]"
"[""Not much benefit for contractors"",""Not much learning opportunities and mixed working culture.""]","[""I work with fantastic people."",""Amazing culture, super nice and supportive team, great pay, great benefits, tons of perks, flexible WFH schedule."",""Nice cafeteria, clean environment, and good teammates and management.""]","Benefits that benefit everyone.
Building a career and having a life should never be mutually exclusive. That’s why we’ve got benefits programs to help you get the most out of your work and career, so you can live your best life.","[""Good benefit with health insurance"",""From onboarding to exit interviews, HR has a logical process in place to educate and inform of important details"",""Company offers allowance to lease Hyundai's vehicle. \nAllowance has different amount by position hierarchy.\nVery enjoyable and possible to change car every year. ""]"
"[""No work life balance"",""low salary"",""There are good managers and above, who are very supportive, but good TLs are few and far between."",""The whole culture is bad,"",""Diminished benefit Very little leaves Hard to convert to perm staff""]","[""Good culture Flexible Good work life balance"",""Good salary, even if you don't have any knowledge or experience about the work before."",""Too few to list Notice that all the favorable reviews recently are by majority of managers and directors?"",""Good culture, chance to learn new tech stack"",""Benefits and welfare are good and sufficient""]","I'm safe, I belong, I matter.&nbsp;
Part of the journey to make Equinix a place of safety, belonging, and meaning for everyone is our commitment to your wellbeing. Your health and happiness are our highest priority, and we're always working to offer the best benefit options that are comprehensive, innovative and affordable.&nbsp;&nbsp;
Your healthEquinix employees receive excellent health care and counseling plans that vary by country to ensure the well-being of you and your family. We offer paid vacations and holidays and encourage community involvement year-round via volunteer opportunities.
Your familySpending time with your loved ones and taking care of your family are important. Equinix provides a range of country-specific programs that ensure you have the resources needed to thrive and manage your family’s needs.
Your futureEquinix offers different programs to help you build your financial security, make charitable donations and seek additional education. In many countries we also offer a flexible employee stock purchase plan.
There are benefits in place to support you at work, home, and in play.&nbsp;&nbsp;
We have different providers for different benefits, and benefits can be updated or changed at different times of the year. Some benefits can only be updated during the annual open enrollment window, while others can be updated at any time.","[""Benefits are equinix are incredible"",""Great Place to be all times"",""Good health benefits, 401K, espp,etc. not much else""]"
"[""bad leadership in the dept, no guidance with projects""]",[],,"[""Limited maternity leave, great tuition reimbursement"",""Aetna has been excellent. Cigna dental is sub par. Previous pension plan "",""Union benefits good place to work""]"
"[""Poor management, lousy pay, fake promises, always wanting more hours from you."",""CEO is trying too hard to be a member of the sales team, company is being pushed to grow faster than supply can allow""]","[""Fun coworkers, good location, fun projects""]",,"[""Care about the people.  They are always working to find new benefits.  Paid Jury Duty, scaling time off based on longevity, company performance bonuses, housing and childcare advocacy.  "",""Competitive benefits. Nomad cares about its employees!"",""The health insurance options are not the greatest offered. At this time, they only offer high deductibles and premiums. The dental is fair but the vision only has one provider in-network around the area. The 401K offers a 4% safe-harbor match. Vacation time is a standard 2-3 weeks per year. ""]"
"[""Bad culture and terrible hours."",""The people weren't very smart....I would work elsewhere if you're considering IB"",""Long hours and weekend work"",""paid and not good pay increases from year to year low diversity""]","[""Great culture and a lot of deal flow"",""Great people to work with, and job offers lots of autonomy"",""Good pay and supportive environment"",""Great Senior Management""]",,"[""great employees very helpful and sweet. manager is great."",""401k, Cigna insurance, 20 PTO for junior/new joiner."",""pretty good deal and well structured plans""]"
"[""not much room for advancement""]","[""Good people that care about each other.""]",,"[""Good match for 401k, options for health coverage"",""You can pick and choose what you are looking for from day one"",""Decent plan through TFI Intl""]"
"[""No work life balance and some difficult colleagues"",""Unrealistic expectations and bad culture"",""Bad benefits."",""Low pay and annoying regulatory hurdles"",""4. Terrible pressure, so attrition rate is very high, even high salary does not ensure good people to stay""]","[""Good Work Life balance and"",""Culture is good and relatively flat"",""Good benefits with a culture"",""Good pay and leaves"",""Great people and office location""]","Citi makes a significant investment to provide valuable benefit programs for all employees around the world.  These include core health, insurance and retirement programs as well as supplementary programs.
Our global benefits philosophy requires that programs should deliver quality benefits and be simple to understand, to access and communicate. Our Live Well at Citi Global Health Strategy, offers best in class wellness programs, tools and resources to help employees lead healthier lives. We strive to inspire accountability, improve health and productivity while managing our healthcare costs. Our programs are designed to support Citi’s values and help to attract, motivate and retain a diverse workforce within a collaborative work environment.","[""Healthcare is offered at higher price tag"",""Health insurance and PTO vacation "",""Vacation time was reasonable but did not like specific dates blocked""]"
"[""Management doesn't listen to employees."",""Working long hours, start time is between 3am""]","[""Good pay and benefits as well as a few jard working people"",""Great benefits, average pay."",""Coworkers are easy to get along with and can be very helpful at times.""]","At Johnson Brothers, we prioritize team member well-being with comprehensive benefits, including medical, dental, and vision plans, flexible spending accounts, and life and accident insurance. We offer short and long-term disability coverage, access to financial wellness tools, and an employee assistance program. Our 401(k) plan includes an employer match. Additional benefits include paid time off, holidays, parental leave programs, and more. Team member wellness is central to our values, and we are committed to providing benefits that support a healthy work-life balance.","[""Mostly great benefits. Wish spousal health insurance wasn’t so pricy, but it’s hard to get away from that. Otherwise awesome."",""The company has a Good 401k match"",""Great 401k match, great vacation time""]"
"[""Unclear expectations, non existent organizational work processes, a struggling / imperfect organization but wonderful and talented individual people."",""If you work in digital, you’re missing out on most of the agency’s benefits, including clients, and great culture"",""no work life balance at all (have to work on weekends and gets whatsapp texts after 10pm)"",""Low salary"",""Network agency = corporate and impersonal leadership.""]","[""Good people to work with."",""Good culture and high creative standards"",""work life balance, creative people, u don't need to wake up so early."",""Salary is competitive."",""Great leadership.""]",,"[""access to company network, applications for creatives (midjourney, adobe, etc.), company events and celebrations, etc. "",""The benefits are a bit pricey which is suprising"",""Typical benefits option with a company match in 401k after a year of service. But you have to stay 3 years to keeps that""]"
